collegioPlurinominale,tipo_riga,cand_descr_riga,img_lista,descr_lista,link_cand_lista,voti,perc,eletto,perc_voti_liste,cifra_el,perc_cifra_el,seggi
05110000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
05110000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
05110000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
05110000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,CA,PAOLA DALL'ASTA,,,,-,-,,,,,
05110000000,LI,,24-20180304000000-11371-0.png,GRANDE NORD,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,CA,MILENA SCALVINI,,,,-,-,,,,,
05110000000,LI,,24-20180304000000-11383-0.png,ITALIA NEL CUORE,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,CA,DONATELLA CAGNO,,,,-,-,,,,,
05110000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,CA,SIMONA BORDONALI,,,,-,-,,,,,
05110000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
05110000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
05110000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
05110000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,CA,GIRGIS SORIAL DETTO GIORGIO,,,,-,-,,,,,
05110000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,CA,SILVIA MASSERDOTTI,,,,-,-,,,,,
05110000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,CA,LORIS GARAU,,,,-,-,,,,,
05110000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
05110000000,XX,,,,,,,,,,,
05110000000,TU,Uninominale,,,,-,-,,,,,
05110000000,TP,Proporzionale,,,,-,-,,-,,,
05120000000,CA,SARA METELLI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,ERNESTO TAVERI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,VALENTINA FACCHINI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,MICHELE JACOPO SCANFERLINI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,MARINA BERLINGHIERI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
05120000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
05120000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
05120000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,MARCO REGHENZANI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11371-0.png,GRANDE NORD,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,GIOVANNI BONA,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11383-0.png,ITALIA NEL CUORE,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,GIADA STEFANA,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,PAOLO FORMENTINI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
05120000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
05120000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
05120000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,MICHELA CARNAZZI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,ENRICO SALVINELLI,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,CA,ELENA BORIN,,,,-,-,,,,,
05120000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
05120000000,XX,,,,,,,,,,,
05120000000,TU,Uninominale,,,,-,-,,,,,
05120000000,TP,Proporzionale,,,,-,-,,-,,,
05130000000,CA,CHIARA VIOLINI,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,SARA PRANDINI,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,ANNALISA BALDRATI,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,SUZANNE PIROVANO,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,MARIA CHIARA SOLDINI,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
05130000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
05130000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
05130000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,RAFFAELLA TONINELLI,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11371-0.png,GRANDE NORD,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,MAURO TIBONI,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11383-0.png,ITALIA NEL CUORE,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,SIMONE ZUIN,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,MARIASTELLA GELMINI,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
05130000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
05130000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
05130000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,LUCA LORENZO CASTIGLIEGO,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,MARTINA STRANO,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,CA,MIRYAM FRISON,,,,-,-,,,,,
05130000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
05130000000,XX,,,,,,,,,,,
05130000000,TU,Uninominale,,,,-,-,,,,,
05130000000,TP,Proporzionale,,,,-,-,,-,,,
05140000000,CA,ANDREA BIANCHI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,IVANA RISARI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,GIUSEPPE CORIONI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,VIVIANA CALLIERI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,MARA MUCCI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
05140000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
05140000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
05140000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,ROBERTO ANTONIO ALESSANDRO MANENTI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11371-0.png,GRANDE NORD,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,GIANFRANCO FIORDALISI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11383-0.png,ITALIA NEL CUORE,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,PASQUALE MOFFA,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,ALESSANDRO COLUCCI DETTO ALE,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
05140000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
05140000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
05140000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,CLAUDIO COMINARDI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,GIUSEPPE VIZZONE,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,CA,RICCARDO ZANINI,,,,-,-,,,,,
05140000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
05140000000,XX,,,,,,,,,,,
05140000000,TU,Uninominale,,,,-,-,,,,,
05140000000,TP,Proporzionale,,,,-,-,,-,,,
05210000000,CA,ROBERTO TODISCO,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,MAURIZIO MASSIMO DAL PASSO,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,MICHELE CREMASCHI,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,GUIDO POLITI,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,ELENA CARNEVALI,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
05210000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
05210000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
05210000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,LUCIA ROCCHI,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11371-0.png,GRANDE NORD,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,NICOLA CREMASCHI,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,STEFANO BENIGNI,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
05210000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
05210000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
05210000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,GUIA TERMINI,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,CA,SILVANO COLOMBO,,,,-,-,,,,,
05210000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
05210000000,XX,,,,,,,,,,,
05210000000,TU,Uninominale,,,,-,-,,,,,
05210000000,TP,Proporzionale,,,,-,-,,-,,,
05220000000,CA,ELISABETTA DEL BELLO,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,LAURA FATTORINI,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,PAOLO D'AMICO,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,CARLA ROTA,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,MARCO MILESI,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
05220000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
05220000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
05220000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,SIMONE STECCHETTI,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11371-0.png,GRANDE NORD,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,MASSIMO CORTESI,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,DANIELE BELOTTI,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
05220000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
05220000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
05220000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,FABIOLA BOLOGNA,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,CA,CINZIA STUCCHI,,,,-,-,,,,,
05220000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
05220000000,XX,,,,,,,,,,,
05220000000,TU,Uninominale,,,,-,-,,,,,
05220000000,TP,Proporzionale,,,,-,-,,-,,,
05230000000,CA,DENISE QUARANTA,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
05230000000,XX,,,,,,,,,,,
05230000000,CA,ROBERTO FRECENTESE,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
05230000000,XX,,,,,,,,,,,
05230000000,CA,ANNA CRISTINA FERRARESE,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
05230000000,XX,,,,,,,,,,,
05230000000,CA,GIUSEPPE RAINONE,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
05230000000,XX,,,,,,,,,,,
05230000000,CA,GABRIELE RIVA,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
05230000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
05230000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
05230000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
05230000000,XX,,,,,,,,,,,
05230000000,CA,ADRIANO MANNI,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11371-0.png,GRANDE NORD,,-,-,,,-,-,
05230000000,XX,,,,,,,,,,,
05230000000,CA,MARCO CAGLIONI,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
05230000000,XX,,,,,,,,,,,
05230000000,CA,CRISTIAN INVERNIZZI,,,,-,-,,,,,
05230000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
05230000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
