collegioPlurinominale,tipo_riga,cand_descr_riga,img_lista,descr_lista,link_cand_lista,voti,perc,eletto,perc_voti_liste,cifra_el,perc_cifra_el,seggi
21120000000,XX,,,,,,,,,,,
21120000000,TU,Uninominale,,,,-,-,,,,,
21120000000,TP,Proporzionale,,,,-,-,,-,,,
21130000000,CA,MARTINO MARTELLINO,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,TERESA RACANATI,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,FRANCESCA GALIZIA,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,NICOLA FRANCESCO QUATELA,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,FRANCESCO CARLO SPINA,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21130000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21130000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21130000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,VITO BARLETTA,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,NICOLA BAVARO DETTO NICO,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,VITO FRANCIA,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,ALESSANDRA GALLIANI,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,CA,LUIGI PERRONE,,,,-,-,,,,,
21130000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21130000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21130000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21130000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21130000000,XX,,,,,,,,,,,
21130000000,TU,Uninominale,,,,-,-,,,,,
21130000000,TP,Proporzionale,,,,-,-,,-,,,
21140000000,CA,MARIA GIANNUZZI,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,GAETANO COLANTUONO,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,NUNZIO ANGIOLA,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,ANGELO D'INGEO,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,CECILIA VENTRICELLI DETTA LILIANA,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21140000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21140000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21140000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,DOMENICO TERMINE,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,SALVATORE LOSPALLUTO,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,ANNA PATIMO,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,DOMENICO GARGANO,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,CA,ROSSANO SASSO,,,,-,-,,,,,
21140000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21140000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21140000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21140000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21140000000,XX,,,,,,,,,,,
21140000000,TU,Uninominale,,,,-,-,,,,,
21140000000,TP,Proporzionale,,,,-,-,,-,,,
21210000000,CA,FRANCESCA CORTESE,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,FABIO DE NARDIS,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,ENNIO MARIA CARROZZINI,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,MICHELE NITTI,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,CARLO BARBANO,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,SALVATORE CAPONE,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21210000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21210000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21210000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,FRANCESCO TRINCHERA,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,ALBERTO COLUCCI,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,ANTONIO DE SANTIS,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,DONATELLA PARATA,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,SERENA GRASSO,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,CA,SAVERIO CONGEDO,,,,-,-,,,,,
21210000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21210000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21210000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21210000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21210000000,XX,,,,,,,,,,,
21210000000,TU,Uninominale,,,,-,-,,,,,
21210000000,TP,Proporzionale,,,,-,-,,-,,,
21220000000,CA,LUCA DURANTE,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,MARIA SIMMINI DETTA MARIAGRAZIA,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,ELENA DE LUCA,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,MARIA SOAVE ALEMANNO,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,MARIA LUISA DE CARLO,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,SERGIO BLASI,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21220000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21220000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21220000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,BARBARA CAMASSA,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,MARCELLO RISI,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,SONIA CITTA,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,ANGELO BALDASSARRE,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,PIERPAOLO GIURI,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,CA,ANDREA CAROPPO,,,,-,-,,,,,
21220000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21220000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21220000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21220000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21220000000,XX,,,,,,,,,,,
21220000000,TU,Uninominale,,,,-,-,,,,,
21220000000,TP,Proporzionale,,,,-,-,,-,,,
21230000000,CA,IVANA CASSANO,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,FRANCESCA SECLI',,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,VALENTINA TAFURI,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,NADIA APRILE,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,ANNUNZIATA MASTROLIA,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,MARIA ADDOLORATA FIORE DETTA ADA,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21230000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21230000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21230000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,GIOVANNA MARSANO,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,GIUSEPPE SALVATORE PICONESE,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,CATERINA MAGLIO,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,DESIRE' LONGO,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,ANDREA PIZZILEO,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,CA,ROCCO PALESE,,,,-,-,,,,,
21230000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21230000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21230000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21230000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21230000000,XX,,,,,,,,,,,
21230000000,TU,Uninominale,,,,-,-,,,,,
21230000000,TP,Proporzionale,,,,-,-,,-,,,
21240000000,CA,BARBARA SELANO,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,EMANUELE MODUGNO,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,LUIGI PEREZ,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,GIOVANNI LUCA ARESTA,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,GIOVANNI RIBEZZO,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,ELISA MARIANO,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21240000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21240000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21240000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,DOMENICO RIBEZZO,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,VALENTINA CARELLA,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,LUIGI PERRUCCI,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,AMEDEO TURI,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,MARIA LUCIA ERRICO,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,CA,ANTONIO ANDRISANO,,,,-,-,,,,,
21240000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21240000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21240000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21240000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21240000000,XX,,,,,,,,,,,
21240000000,TU,Uninominale,,,,-,-,,,,,
21240000000,TP,Proporzionale,,,,-,-,,-,,,
21310000000,CA,ANNA GALLONE,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,VALENTINA BASTA,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,FRANCESCO PAOLO SIBILIA,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,EMANUELE SCAGLIUSI,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,MIRCO FANIZZI,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,MARILU' NAPOLETANO,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21310000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21310000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21310000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,DANILO NESTA,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,ANNA MARIA CANDELA,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,MARGHERITA MARSALA,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,MICHELE LUCIO VITO MITROTTI,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,PIETRO COSIMO IPPOLITO,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,CA,TRIFONE ALTIERI,,,,-,-,,,,,
21310000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21310000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21310000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21310000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21310000000,XX,,,,,,,,,,,
21310000000,TU,Uninominale,,,,-,-,,,,,
21310000000,TP,Proporzionale,,,,-,-,,-,,,
21320000000,CA,COSIMO SAMMARCO,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,GIOVANNI LIPPOLIS,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,TERESA MARSEGLIA,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,ROSALBA DE GIORGI,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,ALESSANDRO GENTILE,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,LUCIO LONOCE,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21320000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21320000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21320000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,RAFFAELLA SABRA PALMISANO,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,PALMA VARSAVIA,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,CLARA SANTINA DIMITRI,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,ANTONELLA CITO,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,GIUSEPPE VARLARO,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,CA,STEFANIA FORNARO,,,,-,-,,,,,
21320000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21320000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
21320000000,LI,,24-20180304000000-11367-0.png,LEGA,,-,-,,,-,-,
21320000000,LI,,24-20180304000000-11402-0.png,NOI CON L'ITALIA - UDC,,-,-,,,-,-,
21320000000,XX,,,,,,,,,,,
21320000000,TU,Uninominale,,,,-,-,,,,,
21320000000,TP,Proporzionale,,,,-,-,,-,,,
21330000000,CA,ANDREA TIESO,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11368-0.png,10 VOLTE MEGLIO,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,SIMONA MARSELLA,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11372-0.png,POTERE AL POPOLO!,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,LOREDANA PETROSILLO,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11381-0.png,PARTITO VALORE UMANO,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,GIANPAOLO CASSESE,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11366-0.png,MOVIMENTO 5 STELLE,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,MONICA SPALLUTO,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11277-0.png,IL POPOLO DELLA FAMIGLIA,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,DONATO PENTASSUGLIA,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11412-0.png,CIVICA POPOLARE LORENZIN,,-,-,,,-,-,
21330000000,LI,,24-20180304000000-11403-0.png,+EUROPA,,-,-,,,-,-,
21330000000,LI,,24-20180304000000-3456-0.png,PARTITO DEMOCRATICO,,-,-,,,-,-,
21330000000,LI,,24-20180304000000-11373-0.png,ITALIA EUROPA INSIEME,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,GIOVANNA ANTICO,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11023-0.png,PARTITO COMUNISTA,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,ANTONIO ROTELLI,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11393-0.png,LIBERI E UGUALI,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,FRANCESCO ANNICCHIARICO,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11418-0.png,PARTITO REPUBBLICANO ITALIANO - ALA,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,GIANVITO ARMENISE,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11388-0.png,ITALIA AGLI ITALIANI,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,OLGA MICELLI,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-11003-0.png,CASAPOUND ITALIA,,-,-,,,-,-,
21330000000,XX,,,,,,,,,,,
21330000000,CA,GIANFRANCO GIOVANNI CHIARELLI,,,,-,-,,,,,
21330000000,LI,,24-20180304000000-1112-0.png,FORZA ITALIA,,-,-,,,-,-,
21330000000,LI,,24-20180304000000-11434-0.png,FRATELLI D'ITALIA CON GIORGIA MELONI,,-,-,,,-,-,
